,Name,Primary,FactionChange
2785,Thule,2,"['(Date=2250-02-02,Faction=PoR)', '(Date=2333-02-05,Faction=DC)', '(Date=2334-03-10,Faction=PoR)', '(Date=2354-01-31,Faction=PoR,DC)', '(Date=2367-10-31,Faction=PoR)', '(Date=2510-09-28,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-03-01,Faction=FRR,CGB)', '(Date=3050-03-03,Faction=CGB)', '(Date=3074-08-29,Faction=CGB,CB,CHH)', '(Date=3074-08-30,Faction=CGB)', '(Date=3099-05-23,Faction=CGB,DC)', '(Date=3099-06-14,Faction=DC)', '(Date=3100-09-22,Faction=DC,CGB)', '(Date=3100-09-30,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2786,Thun,1,"['(Date=2235-08-10,Faction=TamP)', '(Date=2341-12-13,Faction=LA)', '(Date=2900-03-11,Faction=DC)', '(Date=3025-04-27,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3051-12-22,Faction=CW,FRR)', '(Date=3051-12-23,Faction=CW)', '(Date=3145-04-03,Faction=RD)']"
2787,Thurrock,2,"['(Date=2540-01-18,Faction=MOC)', '(Date=2583-07-15,Faction=MOC,SL)', '(Date=2583-07-16,Faction=SL)', '(Date=2597-03-21,Faction=FWL)', '(Date=3081-04-08,Faction=IND)', '(Date=3105-10-04,Faction=MOC)']"
2788,Tianamon,4,"['(Date=2711-08-21,Faction=CC)', '(Date=2900-03-06,Faction=ABN)']"
2789,Tiber (Clan),3,"['(Date=2802-06-26,Faction=CW,CHH)', '(Date=2864-10-16,Faction=CLAN)', '(Date=3070-11-01,Faction=CW,CHH,CCO)', '(Date=3072-04-01,Faction=CCO,CHH)', '(Date=3075-06-01,Faction=CCC,CSA)', '(Date=3085-08-15,Faction=CSA,CCC,CSL)']"
2790,Tiber (FWL),4,"['(Date=2253-08-20,Faction=IND)', '(Date=2280-08-25,Faction=FWL)', '(Date=3015-01-26,Faction=FWL,FWLR)', '(Date=3015-02-09,Faction=FWL)', '(Date=3078-05-01,Faction=PR)', '(Date=3086-02-01,Faction=RF)']"
2791,Tiflis,5,"['(Date=2319-07-23,Faction=IND)', '(Date=2320-03-09,Faction=DC)']"
2792,Tigress,4,"['(Date=2319-08-27,Faction=IND)', '(Date=2367-03-04,Faction=TH)', '(Date=2767-08-31,Faction=RWR)', '(Date=2779-12-23,Faction=TH)', '(Date=2790-10-13,Faction=CC)', '(Date=3030-10-29,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-05-21,Faction=Stone,WOB)', '(Date=3077-05-26,Faction=Stone)', '(Date=3081-11-12,Faction=ROS)', '(Date=3135-07-10,Faction=FS)', '(Date=3145-10-05,Faction=CC)']"
2793,Tikonov,3,"['(Date=2177-01-14,Faction=TU)', '(Date=2243-06-28,Faction=TGU)', '(Date=2367-08-01,Faction=CC)', '(Date=3029-11-06,Faction=TFR)', '(Date=3032-10-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-07,Faction=CC)', '(Date=3069-02-01,Faction=WOB)', '(Date=3075-07-20,Faction=IND)', '(Date=3079-12-01,Faction=Stone)', '(Date=3085-07-21,Faction=ROS)', '(Date=3135-09-16,Faction=FS)', '(Date=3145-04-08,Faction=FS,CC)', '(Date=3145-05-25,Faction=CC)']"
2794,Timbiqui,4,"['(Date=2625-06-09,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3068-09-01,Faction=FWL)', '(Date=3079-11-24,Faction=LA)', '(Date=3145-01-03,Faction=DTA)']"
2795,Timbuktu,2,"['(Date=2509-06-17,Faction=RWR)', '(Date=2779-02-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2796,Timehri,2,"['(Date=2525-03-12,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2797,Timkovichi,3,"['(Date=2743-08-07,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-02-23,Faction=CJF)']"
2798,Tinaca,3,"['(Date=2310-06-14,Faction=IND)', '(Date=2325-01-06,Faction=DC)', '(Date=3052-12-19,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2799,Tintavel,2,"['(Date=2304-06-05,Faction=FWL)', '(Date=2849-11-17,Faction=ABN)']"
2800,Tirabad,1,"['(Date=2682-11-24,Faction=TC)', '(Date=2840-07-05,Faction=ABN)']"
2801,Tiruchchirappalli,3,"['(Date=2606-02-11,Faction=FS)', '(Date=3019-02-10,Faction=ABN)']"
2802,Tiruppur,2,"['(Date=2406-05-19,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2803,Tishomingo,2,"['(Date=2300-09-19,Faction=IND)', '(Date=2360-08-22,Faction=FS)', '(Date=2571-03-18,Faction=FS)', '(Date=2845-02-09,Faction=DC)', '(Date=2849-07-01,Faction=DC,FS)', '(Date=2850-01-06,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-05-29,Faction=DC)']"
2804,Tiskilwa,3,"['(Date=2273-06-25,Faction=IND)', '(Date=2330-10-22,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2805,Tizga,1,"['(Date=2715-05-08,Faction=AXP)']"
2806,Toffen,1,"['(Date=2310-08-01,Faction=IND)', '(Date=2327-11-14,Faction=DC)', '(Date=3052-03-01,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2807,Togura,4,"['(Date=2296-03-09,Faction=IND)', '(Date=2321-04-25,Faction=DC)']"
2808,Togwotee,4,"['(Date=2263-01-09,Faction=IND)', '(Date=2332-08-12,Faction=FWL)', '(Date=2900-05-13,Faction=FWL)', '(Date=3068-03-10,Faction=LA)', '(Date=3070-07-25,Faction=FWL)', '(Date=3081-03-10,Faction=IND)', '(Date=3100-08-21,Faction=LA)', '(Date=3145-07-01,Faction=CWE)']"
2809,Tohelet,2,"['(Date=2371-08-05,Faction=FWL)', '(Date=3075-04-13,Faction=RCM)']"
2810,Tok Do,4,"['(Date=2272-10-22,Faction=IND)', '(Date=2321-07-24,Faction=DC)']"
2811,Tokasha,4,"['(Date=2802-12-05,Faction=CMG)', '(Date=2844-05-31,Faction=CSA)', '(Date=2864-08-13,Faction=CLAN)', '(Date=2920-03-23,Faction=CGB,CHH,CGS,CJF)', '(Date=2930-12-05,Faction=CGB,CGS,CJF)', '(Date=3060-06-15,Faction=CDS,CJF,CHH,CGS)', '(Date=3070-01-31,Faction=CDS,CSV,CHH,CGS)', '(Date=3073-04-25,Faction=CBS,CHH,CGS)', '(Date=3074-09-23,Faction=CBS,CHH,CGS,CSV)', '(Date=3074-09-28,Faction=CSV)', '(Date=3075-10-01,Faction=CSL,CGS)', '(Date=3079-01-10,Faction=CSL)']"
2812,Toland,4,"['(Date=2341-03-13,Faction=RWR)', '(Date=2779-09-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-03-05,Faction=CJF,FC)', '(Date=3050-03-07,Faction=CJF)', '(Date=3071-08-09,Faction=CIH,CJF)', '(Date=3071-08-21,Faction=CIH)', '(Date=3071-11-03,Faction=CHH)']"
2813,Tomalov,1,"['(Date=2891-03-12,Faction=HL)']"
2814,Tomans,2,"['(Date=2168-03-15,Faction=TA)', '(Date=2235-03-14,Faction=TamP)', '(Date=2341-12-08,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3070-01-18,Faction=CW)', '(Date=3140-09-23,Faction=CJF)']"
2815,Tongatapu,1,"['(Date=2241-01-09,Faction=MCM)', '(Date=2271-06-01,Faction=FWL)', '(Date=3079-01-05,Faction=MSC)', '(Date=3145-02-07,Faction=CWE)']"
2816,Tordenskjold,2,"['(Date=2727-06-02,Faction=RWR)', '(Date=2779-03-18,Faction=PIND)', '(Date=2860-09-01,Faction=ABN)']"
2817,Torgvei,2,"['(Date=2687-06-10,Faction=RWR)', '(Date=2779-08-08,Faction=PIND)', '(Date=2803-07-26,Faction=ABN)']"
2818,Tormentine,4,"['(Date=2750-10-28,Faction=FWL)', '(Date=3081-04-21,Faction=IND)', '(Date=3130-12-23,Faction=DTA)']"
2819,Torrence,3,"['(Date=2302-10-24,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2820,Tortuga Prime,3,"['(Date=2596-04-14,Faction=IND)', '(Date=2600-09-13,Faction=TD)']"
2821,Toten,3,"['(Date=2687-09-22,Faction=OA)', '(Date=2921-03-28,Faction=ABN)']"
2822,Totness,1,"['(Date=2728-12-23,Faction=OA)', '(Date=2798-11-17,Faction=ABN)']"
2823,Tottori,1,"['(Date=2276-06-17,Faction=IND)', '(Date=2325-04-05,Faction=DC)', '(Date=2850-09-23,Faction=ABN)']"
2824,Tovetin,1,"['(Date=2624-09-19,Faction=DC)', '(Date=2810-08-29,Faction=ABN)']"
2825,Towne,3,"['(Date=2164-03-04,Faction=TA)', '(Date=2242-05-21,Faction=IND)', '(Date=2317-11-15,Faction=TH)', '(Date=2319-11-08,Faction=TH)', '(Date=2767-09-06,Faction=RWR)', '(Date=2779-12-25,Faction=FS)', '(Date=2785-12-22,Faction=DC)', '(Date=2786-07-07,Faction=FS)', '(Date=2821-08-20,Faction=DC)', '(Date=2876-07-26,Faction=FS)', '(Date=3025-09-16,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3058-01-12,Faction=FC,DC)', '(Date=3058-03-02,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3072-02-01,Faction=WOB)', '(Date=3077-02-12,Faction=Stone,WOB)', '(Date=3077-04-18,Faction=Stone)', '(Date=3081-11-19,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-05-25,Faction=DC)']"
2826,Tranquil,1,"['(Date=2802-10-14,Faction=CW)', '(Date=3025-12-22,Faction=CLAN)', '(Date=3060-05-06,Faction=CW)', '(Date=3072-07-02,Faction=ABN)']"
2827,Transfer Station J239H2,1,"['(Date=3052-07-26,Faction=CJF)', '(Date=3110-09-04,Faction=ABN)']"
2828,Trasjkis,2,"['(Date=2460-12-29,Faction=IP)', '(Date=3063-06-19,Faction=MH)']"
2829,Traussin,4,"['(Date=2308-09-24,Faction=PIND)', '(Date=2571-05-23,Faction=TC)', '(Date=2578-10-13,Faction=SL,TC)', '(Date=2579-05-02,Faction=SL)', '(Date=2596-09-22,Faction=FS)', '(Date=2903-09-10,Faction=ABN)', '(Date=2308-08-05,Faction=PIND)', '(Date=2571-06-19,Faction=TC)', '(Date=2578-10-13,Faction=SL,TC)', '(Date=2579-05-02,Faction=SL)', '(Date=2596-09-22,Faction=FS)', '(Date=2903-08-15,Faction=ABN)']"
2830,Trell I,1,"['(Date=2464-05-11,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-04-12,Faction=CJF,FC)', '(Date=3050-04-20,Faction=CJF)', '(Date=3057-03-27,Faction=CSV)', '(Date=3062-03-27,Faction=CJF)', '(Date=3071-07-10,Faction=CIH)', '(Date=3072-05-13,Faction=CJF)', '(Date=3130-03-27,Faction=CHH)']"
2831,Trellisane,3,"['(Date=2257-11-22,Faction=IND)', '(Date=2340-01-06,Faction=FWL)', '(Date=2900-06-19,Faction=FWL)', '(Date=3081-02-11,Faction=IND)', '(Date=3130-12-19,Faction=LA)', '(Date=3145-06-28,Faction=CWE)']"
2832,Trent,3,"['(Date=2206-12-02,Faction=IND)', '(Date=2299-09-02,Faction=FoS)', '(Date=2341-12-29,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2833,Trentham,1,"['(Date=2609-06-20,Faction=RWR)', '(Date=2779-05-27,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2834,Tresspass,2,"['(Date=2677-12-03,Faction=OA)', '(Date=2864-07-04,Faction=PIND)', '(Date=2900-10-19,Faction=ABN)']"
2835,Triesting,1,"['(Date=2627-05-19,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2836,Trimaldix,2,"['(Date=2630-08-03,Faction=OA)', '(Date=3083-03-19,Faction=RA)', '(Date=3120-10-19,Faction=PIND)']"
2837,Trinidad,3,"['(Date=2264-05-12,Faction=IND)', '(Date=2280-04-25,Faction=FWL)', '(Date=3081-12-02,Faction=IND)', '(Date=3130-08-19,Faction=RF)']"
2838,Tripoli,2,"['(Date=2319-12-11,Faction=IND)', '(Date=2360-04-16,Faction=FS)', '(Date=2821-05-31,Faction=DC)', '(Date=2900-08-09,Faction=DC)']"
2839,Trolloc Prime,1,"['(Date=2602-05-18,Faction=LA)', '(Date=2785-09-01,Faction=LA,DC)', '(Date=2785-11-01,Faction=DC)']"
2840,Trondheim (DC),3,"['(Date=2250-09-17,Faction=PoR)', '(Date=2333-02-11,Faction=PoR,DC)', '(Date=2367-01-27,Faction=PoR)', '(Date=2510-10-07,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-05-01,Faction=CGB,FRR)', '(Date=3050-05-06,Faction=CGB)', '(Date=3067-04-01,Faction=CDS)', '(Date=3099-07-15,Faction=CDS,CGB)', '(Date=3100-03-18,Faction=CDS,CGB,DC)', '(Date=3100-04-06,Faction=CDS)', '(Date=3132-07-01,Faction=RD)']"
2841,Trondheim (JF),1,"['(Date=2504-12-22,Faction=JF)']"
2842,Trondheimal,3,"['(Date=2508-01-25,Faction=IND)', '(Date=2596-09-22,Faction=IP)', '(Date=3063-01-26,Faction=MH)']"
2843,Truth,6,"['(Date=2176-09-14,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-03-15,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-10-01,Faction=CC)']"
2844,Trznadel Cluster (60),2,"['(Date=2711-08-24,Faction=MOC)']"
2845,Tsamma,4,"['(Date=2350-11-05,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3145-11-20,Faction=DC)']"
2846,Tsarahavana,2,"['(Date=2400-11-30,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2847,Tsinan,2,"['(Date=2314-07-19,Faction=PD)', '(Date=2341-04-02,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2848,Tsinghai (New Sarna),5,"['(Date=2215-03-29,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=2821-09-29,Faction=FWL)', '(Date=2950-08-20,Faction=CC)', '(Date=3030-01-14,Faction=FS)', '(Date=3032-02-05,Faction=FWL,FS)', '(Date=3032-02-09,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-10-01,Faction=CC)']"
2849,Tsingtao,2,"['(Date=2176-05-12,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-12-09,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-10-01,Faction=CC)', '(Date=2176-01-09,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-08-28,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-10-01,Faction=CC)']"
2850,Tsitsang,3,"['(Date=2176-01-17,Faction=SSUP)', '(Date=2305-02-23,Faction=IND)', '(Date=2309-01-24,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-03-14,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-11-01,Faction=CM)', '(Date=3062-08-24,Faction=CC)', '(Date=3085-10-07,Faction=ROS)', '(Date=3134-05-01,Faction=ROS,CC)', '(Date=3134-08-01,Faction=CC)']"
2851,Tsukude,2,"['(Date=2319-04-07,Faction=IND)', '(Date=2365-11-05,Faction=LA)', '(Date=2821-08-25,Faction=DC)', '(Date=3081-12-18,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-01-16,Faction=DC)']"
2852,Tuamotu,4,"['(Date=2626-01-19,Faction=FWL)', '(Date=3081-12-09,Faction=IND)', '(Date=3130-03-29,Faction=RF)']"
2853,Tuat,3,"['(Date=2322-01-23,Faction=DC)', '(Date=2903-03-31,Faction=ABN)']"
2854,Tukayyid,3,"['(Date=2418-04-11,Faction=AB)', '(Date=2516-02-14,Faction=DC)', '(Date=2543-07-01,Faction=LA)', '(Date=2864-08-15,Faction=DC)', '(Date=3034-03-13,Faction=FRR)', '(Date=3052-05-01,Faction=CGB,CJF,CW,CHH,CDS,CS)', '(Date=3052-05-22,Faction=FRR,CS)', '(Date=3072-05-15,Faction=CGB)', '(Date=3076-05-07,Faction=CGB,CDS)', '(Date=3078-03-07,Faction=CGB,CJF,CW,CHH,CDS)', '(Date=3103-03-13,Faction=RD)']"
2855,Turin,5,"['(Date=2616-01-19,Faction=CC)', '(Date=3032-04-05,Faction=MOC,CC)', '(Date=3032-04-14,Faction=CC)']"
2856,Turinge,1,"['(Date=2314-01-16,Faction=PD)', '(Date=2341-07-23,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2857,Turkalia,2,"['(Date=2698-04-21,Faction=FS)', '(Date=2895-03-31,Faction=ABN)']"
2858,Turko,1,"['(Date=2699-09-11,Faction=FS)', '(Date=2862-10-13,Faction=ABN)']"
2859,Turov,3,"['(Date=2603-02-09,Faction=FWL)', '(Date=2915-07-14,Faction=ABN)']"
2860,Turtle Bay,1,"['(Date=2614-10-24,Faction=DC)', '(Date=3050-03-15,Faction=CSJ)', '(Date=3059-06-26,Faction=DC)']"
2861,Tuscarawas,4,"['(Date=2341-07-03,Faction=DC)']"
2862,Twycross,3,"['(Date=2607-12-25,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3050-06-04,Faction=CJF,FC)', '(Date=3050-06-25,Faction=CJF)', '(Date=3050-09-10,Faction=CJF,FC)', '(Date=3050-09-11,Faction=FC)', '(Date=3050-09-14,Faction=CJF)', '(Date=3051-11-01,Faction=CSV)', '(Date=3062-07-20,Faction=CJF)']"
2863,Tybalt,3,"['(Date=2245-10-19,Faction=TGU)', '(Date=2367-10-31,Faction=CC)', '(Date=2400-07-20,Faction=TH)', '(Date=2767-10-04,Faction=RWR)', '(Date=2779-12-14,Faction=TH)', '(Date=2780-10-24,Faction=DC)', '(Date=2864-12-07,Faction=CC)', '(Date=3030-03-10,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3069-08-01,Faction=WOB)', '(Date=3077-02-24,Faction=Stone,WOB)', '(Date=3077-02-26,Faction=Stone)', '(Date=3081-04-02,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3145-07-28,Faction=FS)']"
2864,Tylarzka,1,"['(Date=2647-09-09,Faction=FWL)', '(Date=2821-08-23,Faction=LA)', '(Date=2850-05-05,Faction=ABN)']"
2865,Tyrfing,5,"['(Date=2225-06-27,Faction=TA)', '(Date=2242-08-15,Faction=IND)', '(Date=2262-06-28,Faction=ABN)', '(Date=2225-08-30,Faction=TA)', '(Date=2242-03-12,Faction=IND)', '(Date=2262-12-04,Faction=ABN)', '(Date=2350-07-16,Faction=TH)', '(Date=2767-02-27,Faction=RWR)', '(Date=2779-09-13,Faction=TH)', '(Date=2786-05-17,Faction=FWL)', '(Date=2824-06-06,Faction=ABN)', '(Date=3095-11-23,Faction=IE)']"
2866,Tyrlon,6,"['(Date=2715-07-28,Faction=CC)', '(Date=2814-02-30,Faction=PIND)', '(Date=2910-01-01,Faction=ARC)', '(Date=3022-01-01,Faction=ARD)', '(Date=3026-01-01,Faction=ARC)', '(Date=2715-07-28,Faction=CC)', '(Date=2814-02-30,Faction=PIND)', '(Date=2910-01-01,Faction=ARC)', '(Date=3022-01-01,Faction=ARD)', '(Date=3026-01-01,Faction=ARC)']"
2867,Tyrrhenia,2,"['(Date=3028-08-02,Faction=TC)', '(Date=3066-04-01,Faction=PIND)', '(Date=3120-01-26,Faction=CDP)']"
2868,Ubangi,2,"['(Date=2739-08-22,Faction=RWR)', '(Date=2779-11-07,Faction=PIND)', '(Date=2885-09-21,Faction=ABN)']"
2869,Udibi,2,"['(Date=2162-01-10,Faction=TA)', '(Date=2242-07-24,Faction=IND)', '(Date=2345-05-11,Faction=DC)', '(Date=2780-06-25,Faction=FS)', '(Date=2796-09-16,Faction=DC)', '(Date=2808-12-08,Faction=FS)', '(Date=2821-12-02,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3130-08-23,Faction=DC,FS)', '(Date=3145-12-09,Faction=DC)']"
2870,Ueda,1,"['(Date=2688-08-15,Faction=LA)', '(Date=2900-04-25,Faction=DC)', '(Date=3025-07-30,Faction=DC)', '(Date=3030-09-14,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3075-03-01,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2871,Ugland,3,"['(Date=2606-07-22,Faction=OA)', '(Date=2932-02-04,Faction=ABN)']"
2872,Uhuru,3,"['(Date=2263-10-17,Faction=IND)', '(Date=2355-06-22,Faction=LA)', '(Date=2419-09-18,Faction=FWL)', '(Date=2821-10-06,Faction=LA)', '(Date=2900-09-11,Faction=FWL)', '(Date=3036-08-03,Faction=LA,FWL)', '(Date=3036-08-25,Faction=FWL)', '(Date=3081-02-26,Faction=IND)', '(Date=3120-08-27,Faction=MSC)', '(Date=3145-12-23,Faction=CWE)']"
2873,Ukunela,2,"['(Date=2663-05-09,Faction=LA)', '(Date=2934-06-13,Faction=ABN)']"
2874,Ulan Batar,1,"['(Date=2319-12-12,Faction=IND)', '(Date=2350-09-02,Faction=FS)', '(Date=2821-08-02,Faction=CC)', '(Date=2864-07-26,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2875,Ulan Bator,4,"['(Date=2215-09-08,Faction=SSUP)', '(Date=2367-08-01,Faction=CC)', '(Date=3030-11-28,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-10-01,Faction=CC)']"
2876,Ullieri,3,"['(Date=2731-12-24,Faction=CC)', '(Date=2932-06-21,Faction=ABN)']"
2877,Ulsan,4,"['(Date=2341-03-17,Faction=DC)', '(Date=2934-07-27,Faction=ABN)']"
2878,Ulubis,1,"['(Date=2658-02-17,Faction=OA)', '(Date=2864-11-27,Faction=PIND)', '(Date=2902-09-14,Faction=ABN)']"
2879,Ulvskollen,3,"['(Date=2714-04-10,Faction=FS)', '(Date=2805-05-12,Faction=ABN)']"
2880,Ulysses,1,"['(Date=2296-12-17,Faction=IND)', '(Date=2340-09-07,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2881,Umgard,1,"['(Date=2657-04-14,Faction=CC)', '(Date=2814-02-30,Faction=PIND)', '(Date=2948-01-01,Faction=ARC)', '(Date=3022-01-01,Faction=ARD)', '(Date=3026-01-01,Faction=ARC)']"
2882,Umijiri,2,"['(Date=2305-05-12,Faction=AG)', '(Date=2319-09-21,Faction=DC)']"
2883,Umka,4,"['(Date=2400-10-11,Faction=FWL)', '(Date=2553-07-17,Faction=MOC)', '(Date=2577-08-03,Faction=MOC,SL)', '(Date=2577-10-26,Faction=SL)', '(Date=2597-03-21,Faction=FWL)', '(Date=3081-03-28,Faction=IND)', '(Date=3130-05-13,Faction=DA)']"
2884,Undra,2,"['(Date=2725-12-31,Faction=CC)', '(Date=2849-08-02,Faction=ABN)']"
2885,Union of Samoyedic Colonies,2,"['(Date=2821-10-23,Faction=PIND)']"
2886,Unity,3,"['(Date=2291-11-09,Faction=IND)', '(Date=2322-04-06,Faction=DC)']"
2887,Unkador,1,"['(Date=2739-08-22,Faction=FS)', '(Date=2931-07-29,Faction=ABN)']"
2888,Untran (Achtur 2822+),1,"['(Date=2746-07-19,Faction=CC)', '(Date=2864-06-16,Faction=ABN)']"
2889,Unukalhai,5,"['(Date=2124-10-22,Faction=TA)', '(Date=2242-07-02,Faction=IND)', '(Date=2299-11-07,Faction=FoS)', '(Date=2341-12-25,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3081-01-18,Faction=ROS)', '(Date=3135-10-01,Faction=IND)', '(Date=3140-08-23,Faction=CJF)']"
2890,Unzmarkt,2,"['(Date=2377-07-01,Faction=LA)', '(Date=2790-07-20,Faction=DC)', '(Date=2821-10-10,Faction=DC)', '(Date=3030-10-25,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-07-25,Faction=CW,FRR)', '(Date=3050-07-29,Faction=CW)', '(Date=3071-07-07,Faction=CHH)', '(Date=3071-11-02,Faction=CW)', '(Date=3145-11-26,Faction=RD)', '(Date=2377-04-27,Faction=LA)', '(Date=2790-06-15,Faction=DC)', '(Date=2821-02-20,Faction=DC)', '(Date=3030-11-23,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3050-07-25,Faction=CW,FRR)', '(Date=3050-07-29,Faction=CW)', '(Date=3071-07-07,Faction=CHH)', '(Date=3071-11-02,Faction=CW)', '(Date=3145-11-15,Faction=RD)']"
2891,Upano,1,"['(Date=2596-10-21,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-02-18,Faction=CJF)']"
2892,Uravan,2,"['(Date=2245-11-25,Faction=SIMA)', '(Date=2367-08-01,Faction=CC)', '(Date=2900-06-12,Faction=FS)', '(Date=3025-11-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3105-04-14,Faction=CC)']"
2893,Urich,3,"['(Date=2355-06-23,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)']"
2894,Urjala,4,"['(Date=2534-08-01,Faction=RWR)', '(Date=2779-11-15,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=2534-11-18,Faction=RWR)', '(Date=2779-08-09,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)']"
2895,Utrecht,2,"['(Date=2235-03-26,Faction=TamP)', '(Date=2341-08-04,Faction=LA)', '(Date=2571-05-17,Faction=DC)', '(Date=2821-07-04,Faction=LA)', '(Date=2900-08-11,Faction=DC)', '(Date=3030-07-12,Faction=LA)', '(Date=3034-03-13,Faction=FRR)', '(Date=3052-03-01,Faction=CGB)', '(Date=3103-03-13,Faction=RD)']"
2896,Uzhgorod,2,"['(Date=2268-06-02,Faction=IND)', '(Date=2360-04-14,Faction=LA)', '(Date=3040-01-19,Faction=FC)', '(Date=3057-09-18,Faction=LA)', '(Date=3145-05-13,Faction=CWE)']"
2897,Vaajakoski,3,"['(Date=2341-10-15,Faction=DC)', '(Date=2841-07-11,Faction=ABN)']"
2898,Vackisujfalu,1,"['(Date=2370-03-03,Faction=FS)', '(Date=2750-08-30,Faction=FS)', '(Date=3040-01-19,Faction=FC)', '(Date=3067-04-20,Faction=FS)', '(Date=3073-03-19,Faction=MC)', '(Date=3079-03-26,Faction=FS)', '(Date=3085-08-29,Faction=PIND)']"
